payitem_number,payitem_desc,unit,quantity,county,district,contract,item,awarded_price,letting_date,id
70600260,IMP ATTN TEMP FRN TL3,EACH,4.000,COOK,1,46473,67,5800,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,5.000,COOK,1,60X79,3,7124.3,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,21.000,COOK,1,60X93,4,7125,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,4.000,KANE,1,62B31,36,5310,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,2.000,KANE,1,62D43,68,4000,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,2.000,KANKAKEE,3,66956,19,6000,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,4.000,LAKE,1,60R79,1,4500,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,2.000,LAKE,1,62D35,7,5000,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,8.000,MCHENRY,1,60T13,2,4612.5,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,2.000,MENARD,6,72K86,25,6325.38,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,2.000,PIKE,6,72K66,24,7892.78,11/9/2018,
70600260,IMP ATTN TEMP FRN TL3,EACH,3.000,TAZEWELL,4,68D85,34,7590,11/9/2018,
70600270,IMP ATTN TEMP FRW TL3,EACH,1.000,COOK,1,60X79,3,7884.3,11/9/2018,
70600280,IMP ATTN TEMP SUN TL3,EACH,6.000,KANE,1,61F04,83,9541,11/9/2018,
70600290,IMP ATTN TEMP SUW TL3,EACH,2.000,COOK,1,60X93,4,7400,11/9/2018,
70600322,IMP ATTN REL FRN  TL2,EACH,3.000,COOK,1,60X79,3,3324.3,11/9/2018,
70600322,IMP ATTN REL FRN  TL2,EACH,2.000,COOK,1,60X93,4,3350,11/9/2018,
70600322,IMP ATTN REL FRN  TL2,EACH,6.000,PEORIA,4,68185,42,1100,11/9/2018,
70600330,IMP ATTN REL FRD  TL3,EACH,2.000,KANE,1,62D43,68,1250,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,3.000,COOK,1,60X79,3,3324.3,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,20.000,COOK,1,60X93,4,3350,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,6.000,KANE,1,62B31,36,2607,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,2.000,KANKAKEE,3,66956,19,1500,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,4.000,LAKE,1,60R79,1,2200,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,2.000,LAKE,1,62D35,7,2600,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,10.000,MCHENRY,1,60T13,2,2273.45,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,2.000,MENARD,6,72K86,25,2577.05,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,2.000,PIKE,6,72K66,24,2734.72,11/9/2018,
70600332,IMP ATTN REL FRN TL3,EACH,2.000,TAZEWELL,4,68D85,34,1325,11/9/2018,
70600342,IMP ATTN REL NRN  TL2,EACH,20.000,DUPAGE,1,61E06,78,1000,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,6.000,CHAMPAIGN,5,70D24,43,150,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,3.000,FAYETTE,7,74878,57,1500,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,2.000,HENDERSON,4,68E25,41,1000,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,2.000,HENRY,2,64M78,46,850,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,2.000,LAWRENCE,7,74619,27,1000,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,6.000,MACON,7,74877,30,1000,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,2.000,MARSHALL,4,68E12,50,500,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,4.000,MOULTRIE,7,74358,26,670.31,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,2.000,WINNEBAGO,2,64B87,45,800,11/9/2018,
70600350,IMP ATTN REL NRD  TL3,EACH,2.000,WOODFORD,4,68E17,35,250,11/9/2018,
70600352,IMP ATTN REL NRN  TL3,EACH,4.000,COOK,1,62A36,5,1000,11/9/2018,
70600352,IMP ATTN REL NRN  TL3,EACH,2.000,KANE,1,62F16,8,500,11/9/2018,
70600352,IMP ATTN REL NRN  TL3,EACH,9.000,ST. CLAIR,8,76945,31,985,11/9/2018,
70600352,IMP ATTN REL NRN  TL3,EACH,25.000,WINNEBAGO,2,64B87,45,800,11/9/2018,
70800105,TEMP WAT FILL BARRIER,FOOT,525.000,COOK,1,60X79,3,75,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,21.000,ADAMS,6,93711,101,24,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,70.000,CHAMPAIGN,5,91576,96,30,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,3.000,COOK,1,60X79,3,340,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,15.000,COOK,1,60X93,4,68,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,30.000,COOK,1,61F07,85,17.5,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,100.000,COOK,1,61F16,88,25,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,91.000,COOK,1,62A36,5,23,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,145.000,DUPAGE,1,61E06,78,25,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,107.000,KANE,1,61E67,79,25,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,10.000,KANE,1,61E75,80,25,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,845.000,KANE,1,61E99,81,59.34,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,31.000,KANE,1,61F04,83,18,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,73.700,KANE,1,61F11,86,27.5,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,299.140,KANE,1,62F16,8,15.95,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,89.000,KANKAKEE,3,66956,19,27.5,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,5.000,KENDALL,3,87665,91,40,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,59.000,MCHENRY,1,60T13,2,24.6,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,166.000,PEORIA,4,68185,42,24,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,365.000,WILLIAMSON,9,78363,59,22.05,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,60.600,WINNEBAGO,2,46903,99,21.83,11/9/2018,
72000100,SIGN PANEL T1,SQ FT,550.000,WINNEBAGO,2,64B87,45,25.89,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,40.000,COOK,1,46473,67,26,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,203.000,COOK,1,60X93,4,25,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,12.500,COOK,1,62A36,5,42,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,28.000,DUPAGE,1,46472,66,17.9,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,10.000,KANE,1,61E67,79,40,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,50.000,KANE,1,61F04,83,40,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,10.000,KANE,1,61F11,86,38.5,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,64.000,KANE,1,62F16,8,30,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,56.000,KANKAKEE,3,66956,19,33,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,112.000,MCHENRY,1,60T13,2,35.88,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,44.000,PEORIA,4,68185,42,30,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,172.000,WILLIAMSON,9,78363,59,22.05,11/9/2018,
72000200,SIGN PANEL T2,SQ FT,385.000,WINNEBAGO,2,64B87,45,22.88,11/9/2018,
72000300,SIGN PANEL T3,SQ FT,5193.100,COOK,1,46473,67,24,11/9/2018,
72000300,SIGN PANEL T3,SQ FT,299.000,COOK,1,60X79,3,21,11/9/2018,
72000300,SIGN PANEL T3,SQ FT,5152.750,COOK,1,60X93,4,24,11/9/2018,
72000300,SIGN PANEL T3,SQ FT,5414.500,DUPAGE,1,46472,66,22.5,11/9/2018,
72000300,SIGN PANEL T3,SQ FT,2474.000,MADISON,8,46496,60,32,11/9/2018,
72000300,SIGN PANEL T3,SQ FT,1146.000,ST. CLAIR,8,76945,31,26.15,11/9/2018,
72000300,SIGN PANEL T3,SQ FT,3308.000,WINNEBAGO,2,64B87,45,22.65,11/9/2018,
72100100,SIGN PANEL OVERLAY,SQ FT,535.000,COOK,1,60X93,4,23,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,43.000,DUPAGE,1,61E06,78,80,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,3.000,KANE,1,61E67,79,65,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,1.000,KANE,1,61E75,80,150,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,2.000,KANE,1,61F04,83,75,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,8.000,KANE,1,61F11,86,55,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,8.000,KANE,1,62B31,36,283,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,5.000,KANKAKEE,3,66956,19,82.5,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,3.000,KENDALL,3,87665,91,50,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,15.000,MCHENRY,1,60T13,2,51.25,11/9/2018,
72400100,REMOV SIN PAN ASSY TA,EACH,5.000,WINNEBAGO,2,64B87,45,214.84,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,8.000,CLINTON,8,76887,58,140,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,4.000,DUPAGE,1,61E06,78,90,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,1.000,KANE,1,61E67,79,80,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,1.000,KANE,1,61F11,86,82.5,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,2.000,KENDALL,3,87665,91,75,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,13.000,MCHENRY,1,60T13,2,51.25,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,2.000,WILLIAMSON,9,78363,59,156.19,11/9/2018,
72400200,REMOV SIN PAN ASSY TB,EACH,31.000,WINNEBAGO,2,64B87,45,238.48,11/9/2018,
72400310,REMOV SIGN PANEL T1,SQ FT,84.000,CLINTON,8,76887,58,8,11/9/2018,
72400310,REMOV SIGN PANEL T1,SQ FT,3.000,COOK,1,60X79,3,200,11/9/2018,
72400310,REMOV SIGN PANEL T1,SQ FT,83.000,COOK,1,60X93,4,20,11/9/2018,
72400310,REMOV SIGN PANEL T1,SQ FT,22.500,COOK,1,61F07,85,15,11/9/2018,
72400310,REMOV SIGN PANEL T1,SQ FT,107.000,DUPAGE,1,61E06,78,8,11/9/2018,
72400310,REMOV SIGN PANEL T1,SQ FT,19.000,KANE,1,61E67,79,8,11/9/2018,
72400310,REMOV SIGN PANEL T1,SQ FT,10.000,KANE,1,61F11,86,16.5,11/9/2018,
72400320,REMOV SIGN PANEL T2,SQ FT,35.000,CLINTON,8,76887,58,6.75,11/9/2018,
72400320,REMOV SIGN PANEL T2,SQ FT,112.000,COOK,1,60X93,4,18,11/9/2018,
72400320,REMOV SIGN PANEL T2,SQ FT,28.000,DUPAGE,1,46472,66,16.1,11/9/2018,
72400320,REMOV SIGN PANEL T2,SQ FT,20.000,DUPAGE,1,61E06,78,15,11/9/2018,
72400330,REMOV SIGN PANEL T3,SQ FT,142.500,COOK,1,46473,67,25,11/9/2018,
72400330,REMOV SIGN PANEL T3,SQ FT,5185.500,COOK,1,60X93,4,5,11/9/2018,
72400330,REMOV SIGN PANEL T3,SQ FT,4121.000,MADISON,8,46496,60,6.5,11/9/2018,
72400330,REMOV SIGN PANEL T3,SQ FT,2126.000,WINNEBAGO,2,64B87,45,7.89,11/9/2018,
72400500,RELOC SIN PAN ASSY TA,EACH,36.000,DUPAGE,1,61E06,78,100,11/9/2018,
72400500,RELOC SIN PAN ASSY TA,EACH,2.000,KANE,1,61E67,79,90,11/9/2018,
72400500,RELOC SIN PAN ASSY TA,EACH,2.000,KANE,1,61E75,80,250,11/9/2018,
72400500,RELOC SIN PAN ASSY TA,EACH,7.000,KANE,1,61F04,83,100,11/9/2018,
72400500,RELOC SIN PAN ASSY TA,EACH,11.000,KANE,1,62B31,36,336,11/9/2018,
72400500,RELOC SIN PAN ASSY TA,EACH,9.000,MCHENRY,1,60T13,2,102.5,11/9/2018,
72400600,RELOC SIN PAN ASSY TB,EACH,8.000,CLINTON,8,76887,58,85,11/9/2018,
72400600,RELOC SIN PAN ASSY TB,EACH,1.000,COOK,1,46473,67,500,11/9/2018,
72400600,RELOC SIN PAN ASSY TB,EACH,4.000,DUPAGE,1,61E06,78,110,11/9/2018,
72400600,RELOC SIN PAN ASSY TB,EACH,2.000,KANE,1,61E67,79,200,11/9/2018,
72400600,RELOC SIN PAN ASSY TB,EACH,2.000,KANE,1,61F04,83,200,11/9/2018,
72400600,RELOC SIN PAN ASSY TB,EACH,4.000,MCHENRY,1,60T13,2,153.75,11/9/2018,
72400600,RELOC SIN PAN ASSY TB,EACH,2.000,WILLIAMSON,9,78363,59,262.5,11/9/2018,
72400710,RELOC SIGN PANEL T1,SQ FT,60.000,CLINTON,8,76887,58,5.25,11/9/2018,
72400710,RELOC SIGN PANEL T1,SQ FT,4.000,COOK,1,60X79,3,410,11/9/2018,
72400710,RELOC SIGN PANEL T1,SQ FT,6.250,COOK,1,60X93,4,60,11/9/2018,
72400710,RELOC SIGN PANEL T1,SQ FT,82.000,DUPAGE,1,61E06,78,12,11/9/2018,
72400710,RELOC SIGN PANEL T1,SQ FT,32.000,KANE,1,61E67,79,10,11/9/2018,
72400710,RELOC SIGN PANEL T1,SQ FT,28.500,MCHENRY,1,60T13,2,10.25,11/9/2018,
72400720,RELOC SIGN PANEL T2,SQ FT,35.000,CLINTON,8,76887,58,6.25,11/9/2018,
72400720,RELOC SIGN PANEL T2,SQ FT,24.000,COOK,1,46473,67,25,11/9/2018,
72400720,RELOC SIGN PANEL T2,SQ FT,24.000,DUPAGE,1,46472,66,16.1,11/9/2018,
72400730,RELOC SIGN PANEL T3,SQ FT,1175.600,COOK,1,46473,67,10,11/9/2018,
72400730,RELOC SIGN PANEL T3,SQ FT,30.000,COOK,1,60X79,3,90,11/9/2018,
72400730,RELOC SIGN PANEL T3,SQ FT,1201.000,COOK,1,60X93,4,16,11/9/2018,
72400730,RELOC SIGN PANEL T3,SQ FT,489.000,DUPAGE,1,46472,66,16.1,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,220.000,CHAMPAIGN,5,91550,94,30,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,10.000,CLINTON,8,76887,58,40,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,DUPAGE,1,62F57,11,50,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,HENRY,2,85672,90,40,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,7.000,KANE,1,62B31,36,41,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,KANKAKEE,3,66956,19,55,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,KENDALL,3,87665,91,40,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,LAKE,1,62D35,7,60,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,5.000,LASALLE,3,66A57,39,40,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,1.000,LASALLE,3,66F12,20,59,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,MCDONOUGH,4,89747,93,42,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,12.000,MCLEAN,5,70752,21,30,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,MOULTRIE,7,74358,26,40,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,3.000,PEORIA,4,68185,42,30.5,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,PIATT,5,91555,95,40,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,4.000,PIATT,5,91580,97,40,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,8.000,SANGAMON,6,72B37,22,63,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,23.000,VERMILION,5,70D07,76,38,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,5.000,WILLIAMSON,9,78363,59,21,11/9/2018,
72501000,TERMINAL MARKER - DA,EACH,8.000,WINNEBAGO,2,64B87,45,50,11/9/2018,
72501100,TERMINAL MARKER - PM,EACH,9.000,VERMILION,5,70D07,76,180.25,11/9/2018,
72600100,MILEPOST MKR ASSEMBLY,EACH,4.000,COOK,1,60X93,4,450,11/9/2018,
72700100,STR STL SIN SUP BA,POUND,450.000,DUPAGE,1,46472,66,12.8,11/9/2018,
72700100,STR STL SIN SUP BA,POUND,16395.000,MADISON,8,46496,60,4.35,11/9/2018,
72700100,STR STL SIN SUP BA,POUND,32850.000,WINNEBAGO,2,64B87,45,3.18,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,208.000,CLINTON,8,76887,58,13.75,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,16.000,COOK,1,60X93,4,50,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,53.000,COOK,1,61F07,85,35,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,289.000,DUPAGE,1,61E06,78,17,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,15.000,KANE,1,61E75,80,15,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,192.000,KANE,1,61F11,86,16.5,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,90.000,KANKAKEE,3,66956,19,17.6,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,13.000,KENDALL,3,87665,91,15,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,223.500,MCHENRY,1,60T13,2,10.25,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,354.000,PEORIA,4,68185,42,10.5,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,568.000,WILLIAMSON,9,78363,59,12.6,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,24.000,WINNEBAGO,2,46903,99,16.61,11/9/2018,
72800100,TELES STL SIN SUPPORT,FOOT,694.000,WINNEBAGO,2,64B87,45,14.29,11/9/2018,
72900100,METAL POST TY A,FOOT,160.000,ADAMS,6,93711,101,20,11/9/2018,
72900100,METAL POST TY A,FOOT,150.000,COOK,1,61F16,88,15,11/9/2018,
72900100,METAL POST TY A,FOOT,199.000,KANE,1,61F04,83,8.5,11/9/2018,
72900100,METAL POST TY A,FOOT,72.000,KANE,1,62B31,36,17,11/9/2018,
72900200,METAL POST TY B,FOOT,46.000,CHAMPAIGN,5,91576,96,16.5,11/9/2018,
72900200,METAL POST TY B,FOOT,19.000,COOK,1,60X79,3,76,11/9/2018,
72900200,METAL POST TY B,FOOT,189.000,COOK,1,60X93,4,22,11/9/2018,
72900200,METAL POST TY B,FOOT,84.000,KANE,1,61F04,83,10,11/9/2018,
72900200,METAL POST TY B,FOOT,12.000,KANE,1,62B31,36,23,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,50.000,ADAMS,6,93711,101,26,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,93.000,CHAMPAIGN,5,91576,96,19,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,160.000,CLINTON,8,76887,58,16.5,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,15.000,KANE,1,61F04,83,17,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,35.000,KANE,1,62F16,8,18.95,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,140.000,KANKAKEE,3,66956,19,27.5,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,52.000,PEORIA,4,68185,42,33,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,171.000,WILLIAMSON,9,78363,59,14.7,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,211.000,WINNEBAGO,2,46903,99,17.25,11/9/2018,
73000100,WOOD SIN SUPPORT,FOOT,555.000,WINNEBAGO,2,64B87,45,29.54,11/9/2018,
73100100,BASE TEL STL SIN SUPP,EACH,30.000,PEORIA,4,68185,42,150,11/9/2018,
73300100,OVHD SIN STR-SPAN T1A,FOOT,346.000,COOK,1,46473,67,747,11/9/2018,
73300100,OVHD SIN STR-SPAN T1A,FOOT,50.000,COOK,1,60X79,3,850,11/9/2018,
73300100,OVHD SIN STR-SPAN T1A,FOOT,30.000,COOK,1,60X93,4,1175,11/9/2018,
73300100,OVHD SIN STR-SPAN T1A,FOOT,650.000,DUPAGE,1,46472,66,723.8,11/9/2018,
73300100,OVHD SIN STR-SPAN T1A,FOOT,180.000,ST. CLAIR,8,76945,31,901,11/9/2018,
73300300,OVHD SIN STR-SPAN T3A,FOOT,573.000,COOK,1,46473,67,870,11/9/2018,
73300300,OVHD SIN STR-SPAN T3A,FOOT,193.000,COOK,1,60X93,4,750,11/9/2018,
73300300,OVHD SIN STR-SPAN T3A,FOOT,280.000,DUPAGE,1,46472,66,1326.3,11/9/2018,
73300300,OVHD SIN STR-SPAN T3A,FOOT,116.000,MADISON,8,46496,60,1150,11/9/2018,
73301810,OSS WALKWAY TY A,FOOT,50.000,MADISON,8,46496,60,330,11/9/2018,
73301810,OSS WALKWAY TY A,FOOT,165.000,ST. CLAIR,8,76945,31,247.4,11/9/2018,
73302210,OSS CANT 3CA 3-0X7-0,FOOT,276.000,COOK,1,46473,67,1375,11/9/2018,
73302210,OSS CANT 3CA 3-0X7-0,FOOT,320.000,DUPAGE,1,46472,66,1378.2,11/9/2018,
73304000,OVHD SIN STR BR MT,FOOT,49.000,COOK,1,60X93,4,680,11/9/2018,
73400100,CONC FOUNDATION,CU YD,1.400,DUPAGE,1,46472,66,5054.7,11/9/2018,
73400100,CONC FOUNDATION,CU YD,65.000,MADISON,8,46496,60,950,11/9/2018,
73400100,CONC FOUNDATION,CU YD,65.100,WINNEBAGO,2,64B87,45,859.98,11/9/2018,
73400200,DRILL SHAFT CONC FDN,CU YD,436.300,COOK,1,46473,67,1881,11/9/2018,
73400200,DRILL SHAFT CONC FDN,CU YD,99.300,COOK,1,60X93,4,1885,11/9/2018,
73400200,DRILL SHAFT CONC FDN,CU YD,407.760,DUPAGE,1,46472,66,1822.4,11/9/2018,
73400200,DRILL SHAFT CONC FDN,CU YD,11.000,MADISON,8,46496,60,1365,11/9/2018,
73500105,REL SS S OV S ST SPAN,EACH,2.000,COOK,1,60X93,4,4800,11/9/2018,
73500205,REL OVH SIGN SUP SPAN,EACH,1.000,COOK,1,60X93,4,16000,11/9/2018,
73600100,REMOV OH SIN STR-SPAN,EACH,12.000,COOK,1,46473,67,5800,11/9/2018,
73600100,REMOV OH SIN STR-SPAN,EACH,3.000,COOK,1,60X93,4,7800,11/9/2018,
73600100,REMOV OH SIN STR-SPAN,EACH,10.000,DUPAGE,1,46472,66,8196.8,11/9/2018,
73600100,REMOV OH SIN STR-SPAN,EACH,10.000,MADISON,8,46496,60,4500,11/9/2018,
73600100,REMOV OH SIN STR-SPAN,EACH,2.000,WINNEBAGO,2,64B87,45,5728.96,11/9/2018,
73600200,REMOV OH SIN STR-CANT,EACH,7.000,COOK,1,46473,67,3800,11/9/2018,
73600200,REMOV OH SIN STR-CANT,EACH,1.000,COOK,1,60X93,4,6800,11/9/2018,
73600200,REMOV OH SIN STR-CANT,EACH,9.000,DUPAGE,1,46472,66,5020.1,11/9/2018,
73600200,REMOV OH SIN STR-CANT,EACH,5.000,WINNEBAGO,2,64B87,45,3542.31,11/9/2018,
73602000,REM OVHD SN STR-BR MT,EACH,5.000,COOK,1,60X93,4,7200,11/9/2018,
73602000,REM OVHD SN STR-BR MT,EACH,3.000,ST. CLAIR,8,76945,31,10850,11/9/2018,
73700100,REM GR MT SIN SUPPORT,EACH,6.000,COOK,1,60X93,4,120,11/9/2018,
73700100,REM GR MT SIN SUPPORT,EACH,24.000,WINNEBAGO,2,64B87,45,128.13,11/9/2018,
73700200,REM CONC FDN-GR MT,EACH,6.000,COOK,1,60X93,4,480,11/9/2018,
73700200,REM CONC FDN-GR MT,EACH,1.000,KANKAKEE,3,66956,19,1000,11/9/2018,
73700200,REM CONC FDN-GR MT,EACH,24.000,WINNEBAGO,2,64B87,45,492,11/9/2018,
73700300,REM CONC FDN-OVHD,EACH,35.000,COOK,1,46473,67,2480,11/9/2018,
73700300,REM CONC FDN-OVHD,EACH,4.000,COOK,1,60X93,4,3200,11/9/2018,
73700300,REM CONC FDN-OVHD,EACH,26.000,DUPAGE,1,46472,66,4467.2,11/9/2018,
73700300,REM CONC FDN-OVHD,EACH,20.000,MADISON,8,46496,60,3000,11/9/2018,
73700300,REM CONC FDN-OVHD,EACH,9.000,WINNEBAGO,2,64B87,45,3534.22,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,109.000,CLINTON,8,76887,58,4,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,963.000,COOK,1,61F07,85,3.5,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,2174.000,COOK,1,61F14,87,3.89,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,100.000,COOK,1,61F16,88,5.5,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,832.000,COOK,1,62A36,5,4.4,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,786.800,COOK,1,62C71,6,4.28,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,392.000,DUPAGE,1,61E06,78,4.25,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,5253.000,DUPAGE,1,62F57,11,4,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,289.000,KANE,1,61F11,86,4.95,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,156.000,KANE,1,62D43,68,4.4,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,193.200,KANE,1,62F16,8,5,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,73.000,LAKE,1,60R79,1,4,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,145.600,MCHENRY,1,60T13,2,4.1,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,10400.000,VARIOUS,7,46504,61,3.75,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,42.000,WILL,1,61F19,89,6.4,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,123.000,WILL,1,62G91,37,3.25,11/9/2018,
78000100,THPL PVT MK LTR & SYM,SQ FT,420.000,WILLIAMSON,9,78363,59,4.2,11/9/2018,
78000200,THPL PVT MK LINE  4,FOOT,21131.000,CLINTON,8,76887,58,0.59,11/9/2018,
78000200,THPL PVT MK LINE  4,FOOT,795.000,COOK,1,60X79,3,1.5,11/9/2018,
