payitem_number,payitem_desc,unit,quantity,county,district,contract,item,awarded_price,letting_date,id
70300100,SHORT TERM PAVT MKING,FOOT,752.000,PIATT,5,91580,97,1,11/9/2018,
70300100,SHORT TERM PAVT MKING,FOOT,15327.000,SANGAMON,6,72B37,22,1.14,11/9/2018,
70300100,SHORT TERM PAVT MKING,FOOT,4110.000,WILL,1,62G91,37,0.01,11/9/2018,
70300100,SHORT TERM PAVT MKING,FOOT,2000.000,WINNEBAGO,2,64B87,45,1.32,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,105.000,CHRISTIAN,6,72K71,53,3.42,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,320.000,CLINTON,8,76887,58,8,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,1380.000,COOK,1,61F07,85,3,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,12642.000,COOK,1,61F14,87,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,3775.000,COOK,1,61F16,88,0.5,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,3222.000,COOK,1,62A36,5,1,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,2511.000,COOK,1,62C71,6,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,972.000,DUPAGE,1,61E06,78,2.28,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,95548.000,DUPAGE,1,62F57,11,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,2414.000,HENDERSON,4,68E25,41,1,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,259.000,KANE,1,61E67,79,1,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,200.000,KANE,1,61E75,80,1,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,476.000,KANE,1,61F11,86,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,120.000,KANE,1,62B31,36,1,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,451.000,KANE,1,62D43,68,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,4398.000,KANE,1,62F16,8,1.1,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,132.000,KANKAKEE,3,66956,19,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,429.000,LAKE,1,60R79,1,1.7,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,160.000,LAKE,1,62D35,7,2,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,454.000,LIVINGSTON,3,66H50,73,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,2428.000,MCHENRY,1,60T13,2,0.5,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,33.000,MENARD,6,72K86,25,5.23,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,110.000,MOULTRIE,7,74358,26,26.61,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,203.000,PEORIA,4,68185,42,1,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,50.000,PIATT,5,91580,97,5,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,18198.000,ST. CLAIR,8,76945,31,1.55,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,1370.000,WILL,1,62G91,37,0.01,11/9/2018,
70300150,SHRT TRM PAVT MK REM,SQ FT,667.000,WINNEBAGO,2,64B87,45,1.9,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,109.000,CLINTON,8,76887,58,2.5,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,963.000,COOK,1,61F07,85,0.01,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,200.000,COOK,1,61F16,88,1.75,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,832.000,COOK,1,62A36,5,1.3,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,786.800,COOK,1,62C71,6,0.01,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,2361.000,DUPAGE,1,61E06,78,1.5,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,5253.000,DUPAGE,1,62F57,11,1.25,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,218.000,KANE,1,61E67,79,1.5,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,156.000,KANE,1,62D43,68,0.01,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,193.200,KANE,1,62F16,8,1,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,291.200,MCHENRY,1,60T13,2,1.54,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,210.000,PEORIA,4,68185,42,19.5,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,382.000,SANGAMON,6,72B37,22,3.68,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,123.000,WILL,1,62G91,37,1.35,11/9/2018,
70300210,TEMP PVT MK LTR & SYM,SQ FT,1576.000,WINNEBAGO,2,64B87,45,0.75,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,23678.000,CLINTON,8,76887,58,0.15,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,24210.000,COOK,1,61F07,85,0.01,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,3600.000,COOK,1,61F16,88,0.15,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,12943.000,COOK,1,62A36,5,0.3,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,53506.000,COOK,1,62C71,6,0.01,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,68466.000,DUPAGE,1,61E06,78,0.22,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,104556.000,DUPAGE,1,62F57,11,0.2,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,4300.000,HENRY,2,64M78,46,1.5,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,22823.000,KANE,1,61E67,79,0.25,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,11870.000,KANE,1,62D43,68,0.01,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,11996.000,KANE,1,62F16,8,0.2,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,12450.000,KANKAKEE,3,66956,19,0.01,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,14894.000,LAKE,1,60R79,1,0.22,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,5346.000,LAKE,1,62D35,7,0.3,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,1500.000,LASALLE,3,66A57,39,0.01,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,15110.000,LIVINGSTON,3,66H50,73,0.69,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,16778.000,MCHENRY,1,60T13,2,0.22,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,1760.000,MOULTRIE,7,74358,26,1.17,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,41115.000,PEORIA,4,68185,42,0.6,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,29635.000,WILL,1,62G91,37,0.01,11/9/2018,
70300220,TEMP PVT MK LINE 4,FOOT,256798.000,WINNEBAGO,2,64B87,45,0.25,11/9/2018,
70300230,TEMP PVT MK LINE 5,FOOT,7056.000,CHRISTIAN,6,72K71,53,0.01,11/9/2018,
70300230,TEMP PVT MK LINE 5,FOOT,114380.000,SANGAMON,6,72B37,22,0.13,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,9219.000,COOK,1,60X79,3,0.5,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,32512.500,COOK,1,60X93,4,0.5,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,5330.000,COOK,1,61F07,85,0.01,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,1650.000,COOK,1,61F16,88,0.25,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,3194.000,COOK,1,62A36,5,0.4,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,2751.000,COOK,1,62C71,6,0.01,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,2427.000,DUPAGE,1,61E06,78,0.3,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,18783.000,DUPAGE,1,62F57,11,0.35,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,941.000,KANE,1,61E67,79,1,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,2102.000,KANE,1,62D43,68,0.01,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,47.000,KANE,1,62F16,8,2,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,4245.000,LAKE,1,60R79,1,0.36,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,1175.000,LAKE,1,62D35,7,0.4,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,188.000,LASALLE,3,66A57,39,0.01,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,1888.000,LIVINGSTON,3,66H50,73,1.05,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,1271.000,MCHENRY,1,60T13,2,0.27,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,2872.000,SANGAMON,6,72B37,22,0.17,11/9/2018,
70300240,TEMP PVT MK LINE 6,FOOT,7514.000,WINNEBAGO,2,64B87,45,0.45,11/9/2018,
70300250,TEMP PVT MK LINE 8,FOOT,97.000,CLINTON,8,76887,58,0.3,11/9/2018,
70300250,TEMP PVT MK LINE 8,FOOT,9563.000,DUPAGE,1,62F57,11,0.4,11/9/2018,
70300250,TEMP PVT MK LINE 8,FOOT,403.000,KANE,1,62F16,8,0.5,11/9/2018,
70300250,TEMP PVT MK LINE 8,FOOT,293.000,SANGAMON,6,72B37,22,0.53,11/9/2018,
70300250,TEMP PVT MK LINE 8,FOOT,11007.000,WINNEBAGO,2,64B87,45,0.5,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,360.000,CLINTON,8,76887,58,0.46,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,3946.000,COOK,1,61F07,85,0.01,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,1600.000,COOK,1,61F16,88,0.75,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,1115.200,COOK,1,62A36,5,0.8,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,1492.000,COOK,1,62C71,6,0.01,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,822.000,DUPAGE,1,61E06,78,1,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,12663.000,DUPAGE,1,62F57,11,0.7,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,113.000,KANE,1,61E67,79,3,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,297.000,KANE,1,62F16,8,0.7,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,630.000,LAKE,1,60R79,1,0.7,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,1002.000,MCHENRY,1,60T13,2,0.62,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,1289.000,SANGAMON,6,72B37,22,1.05,11/9/2018,
70300260,TEMP PVT MK LINE 12,FOOT,917.000,WINNEBAGO,2,64B87,45,0.75,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,58.000,CLINTON,8,76887,58,2.25,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,620.000,COOK,1,61F07,85,0.01,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,300.000,COOK,1,61F16,88,1.25,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,234.500,COOK,1,62A36,5,1.7,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,380.000,COOK,1,62C71,6,0.01,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,270.000,DUPAGE,1,61E06,78,2.5,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,2500.000,DUPAGE,1,62F57,11,1.4,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,40.000,KANE,1,61E67,79,5,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,62.000,KANE,1,62D43,68,0.01,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,104.000,MCHENRY,1,60T13,2,1.28,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,95.000,PEORIA,4,68185,42,15.25,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,120.000,SANGAMON,6,72B37,22,3.15,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,66.000,WILL,1,62G91,37,2.7,11/9/2018,
70300280,TEMP PVT MK LINE 24,FOOT,1657.000,WINNEBAGO,2,64B87,45,1.25,11/9/2018,
70300510,PAVT MARK TAPE T3 L&S,SQ FT,100.000,COOK,1,61F16,88,2.5,11/9/2018,
70300510,PAVT MARK TAPE T3 L&S,SQ FT,5277.000,DUPAGE,1,62F57,11,7.5,11/9/2018,
70300510,PAVT MARK TAPE T3 L&S,SQ FT,74.000,KANE,1,61E75,80,5,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,3000.000,COOK,1,61F07,85,0.9,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,10000.000,COOK,1,61F16,88,0.5,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,4882.000,COOK,1,62A36,5,1,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,6948.000,COOK,1,62C71,6,0.01,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,55554.000,DUPAGE,1,62F57,11,0.85,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,4518.000,KANE,1,61E75,80,1.5,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,750.000,MADISON,8,76L41,32,1.1,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,1823.000,MCHENRY,1,60T13,2,1.28,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,248.000,ST. CLAIR,8,76L97,33,1,11/9/2018,
70300520,PAVT MARK TAPE T3   4,FOOT,1370.000,WILL,1,62G91,37,1,11/9/2018,
70300540,PAVT MARK TAPE T3   6,FOOT,300.000,COOK,1,61F16,88,1,11/9/2018,
70300540,PAVT MARK TAPE T3   6,FOOT,137.000,COOK,1,62C71,6,0.01,11/9/2018,
70300540,PAVT MARK TAPE T3   6,FOOT,22886.000,ST. CLAIR,8,76945,31,1.4,11/9/2018,
70300560,PAVT MARK TAPE T3  12,FOOT,1600.000,COOK,1,61F16,88,1.15,11/9/2018,
70300560,PAVT MARK TAPE T3  12,FOOT,101.000,COOK,1,62C71,6,0.01,11/9/2018,
70300560,PAVT MARK TAPE T3  12,FOOT,20.000,KANE,1,61E75,80,5,11/9/2018,
70300570,PAVT MARK TAPE T3  24,FOOT,300.000,COOK,1,61F16,88,2.5,11/9/2018,
70300570,PAVT MARK TAPE T3  24,FOOT,16.000,COOK,1,62C71,6,0.01,11/9/2018,
70300570,PAVT MARK TAPE T3  24,FOOT,24.000,ST. CLAIR,8,76L97,33,4.2,11/9/2018,
70300900,PAVT MARK TAPE T4 L&S,SQ FT,145.200,COOK,1,62A36,5,6,11/9/2018,
70300900,PAVT MARK TAPE T4 L&S,SQ FT,364.000,KANE,1,61F04,83,3.5,11/9/2018,
70300900,PAVT MARK TAPE T4 L&S,SQ FT,89.000,KANE,1,62D43,68,0.01,11/9/2018,
70300900,PAVT MARK TAPE T4 L&S,SQ FT,74.000,LAKE,1,60R79,1,6,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,10051.000,COOK,1,62A36,5,1,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,4989.000,DUPAGE,1,61E06,78,1.1,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,7314.000,HENDERSON,4,68E25,41,1.75,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,51248.000,KANE,1,61F04,83,0.9,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,10977.000,KANE,1,62B31,36,1,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,25412.000,KANE,1,62D43,68,0.01,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,14820.000,KANE,1,62F16,8,0.6,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,23225.000,LAKE,1,60R79,1,0.95,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,1652.000,LAKE,1,62D35,7,1.1,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,1800.000,MARSHALL,4,68E12,50,1.5,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,33426.000,MCHENRY,1,60T13,2,0.92,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,4795.000,PEORIA,4,68185,42,1.35,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,15745.000,TAZEWELL,4,68D85,34,1.28,11/9/2018,
70300904,PAVT MARK TAPE T4   4,FOOT,1840.000,WOODFORD,4,68E17,35,1.4,11/9/2018,
70300906,PAVT MARK TAPE T4   6,FOOT,655.000,COOK,1,62A36,5,1.6,11/9/2018,
70300906,PAVT MARK TAPE T4   6,FOOT,2737.000,KANE,1,61F04,83,1.3,11/9/2018,
70300906,PAVT MARK TAPE T4   6,FOOT,670.000,KANE,1,62D43,68,0.01,11/9/2018,
70300906,PAVT MARK TAPE T4   6,FOOT,217.000,LAKE,1,60R79,1,1.5,11/9/2018,
70300906,PAVT MARK TAPE T4   6,FOOT,165.000,MCHENRY,1,60T13,2,1.38,11/9/2018,
70300908,PAVT MARK TAPE T4   8,FOOT,75.000,DUPAGE,1,61E06,78,2,11/9/2018,
70300912,PAVT MARK TAPE T4  12,FOOT,70.000,COOK,1,62A36,5,3.7,11/9/2018,
70300912,PAVT MARK TAPE T4  12,FOOT,742.000,KANE,1,61F04,83,2.7,11/9/2018,
70300924,PAVT MARK TAPE T4  24,FOOT,48.000,COOK,1,62A36,5,8,11/9/2018,
70300924,PAVT MARK TAPE T4  24,FOOT,281.000,KANE,1,61F04,83,5.4,11/9/2018,
70300924,PAVT MARK TAPE T4  24,FOOT,48.000,KANE,1,62B31,36,7,11/9/2018,
70300924,PAVT MARK TAPE T4  24,FOOT,96.000,LAKE,1,62D35,7,7,11/9/2018,
70300924,PAVT MARK TAPE T4  24,FOOT,48.000,MARSHALL,4,68E12,50,10,11/9/2018,
70300924,PAVT MARK TAPE T4  24,FOOT,150.000,MCHENRY,1,60T13,2,5.64,11/9/2018,
70300924,PAVT MARK TAPE T4  24,FOOT,48.000,WOODFORD,4,68E17,35,10,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1650.000,CHAMPAIGN,5,70D24,43,10,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,400.000,COOK,1,46473,67,75,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,2825.000,COOK,1,60X79,3,18.89,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,11387.500,COOK,1,60X93,4,23,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,2440.000,COOK,1,62A36,5,15,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,700.000,DUPAGE,1,46472,66,62.2,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,400.000,DUPAGE,1,61E06,78,28.29,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,400.000,FAYETTE,7,74878,57,25,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1126.000,HENDERSON,4,68E25,41,32,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,537.500,HENRY,2,64M78,46,22.5,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1372.000,KANE,1,61F04,83,21,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1600.000,KANE,1,62B31,36,29,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,837.500,KANE,1,62D43,68,30,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,2004.000,KANE,1,62F16,8,17,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1362.500,KANKAKEE,3,66956,19,30,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1925.000,LAKE,1,60R79,1,19.5,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,587.500,LAKE,1,62D35,7,18,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,250.000,LASALLE,3,66F12,20,51,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,362.000,LAWRENCE,7,74619,27,32,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,3925.000,LIVINGSTON,3,66H50,73,30,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,550.000,MACON,7,74877,30,15,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,480.000,MARSHALL,4,68E12,50,35,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1537.500,MCHENRY,1,60T13,2,20.5,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,500.000,MENARD,6,72K86,25,21.55,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,625.000,MOULTRIE,7,74358,26,33.26,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,975.000,PEORIA,4,68185,42,38.5,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,3450.000,PIKE,6,72K66,24,10.84,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,787.500,ST. CLAIR,8,76L97,33,11.5,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,5450.000,ST. CLAIR,8,76945,31,17.55,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,1750.000,TAZEWELL,4,68D85,34,30,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,21191.000,WINNEBAGO,2,64B87,45,23.2,11/9/2018,
70400100,TEMP CONC BARRIER,FOOT,412.500,WOODFORD,4,68E17,35,42,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1650.000,CHAMPAIGN,5,70D24,43,5,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,4437.500,COOK,1,60X79,3,9.28,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,17800.000,COOK,1,60X93,4,1.5,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1750.000,COOK,1,62A36,5,5,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,800.000,DUPAGE,1,61E06,78,21.33,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1200.000,FAYETTE,7,74878,57,10,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1126.000,HENDERSON,4,68E25,41,12,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,537.500,HENRY,2,64M78,46,5,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1875.000,KANE,1,62B31,36,5,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,787.500,KANE,1,62D43,68,10,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,2004.000,KANE,1,62F16,8,3.75,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1312.500,KANKAKEE,3,66956,19,11,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1925.000,LAKE,1,60R79,1,2,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,587.500,LAKE,1,62D35,7,6,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,337.000,LAWRENCE,7,74619,27,10,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,3900.000,LIVINGSTON,3,66H50,73,12,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1650.000,MACON,7,74877,30,5,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,354.000,MARSHALL,4,68E12,50,7,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,3200.000,MCHENRY,1,60T13,2,3.84,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,500.000,MENARD,6,72K86,25,3.26,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1075.000,MOULTRIE,7,74358,26,5.04,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1187.500,PEORIA,4,68185,42,7.75,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,3450.000,PIKE,6,72K66,24,2.12,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,5525.000,ST. CLAIR,8,76945,31,7.9,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,1812.500,TAZEWELL,4,68D85,34,6.25,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,25485.000,WINNEBAGO,2,64B87,45,5.13,11/9/2018,
70400200,REL TEMP CONC BARRIER,FOOT,412.500,WOODFORD,4,68E17,35,7,11/9/2018,
70500100,TEMP SPBGR TY A,FOOT,112.500,PEORIA,4,68185,42,24.5,11/9/2018,
70500670,TEMP TR BAR TERM T6A,EACH,1.000,PEORIA,4,68185,42,3400,11/9/2018,
70600241,IMP ATTN TEMP NRN TL2,EACH,10.000,DUPAGE,1,61E06,78,3000,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,6.000,CHAMPAIGN,5,70D24,43,250,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,7.000,DUPAGE,1,46472,66,7171.3,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,1.000,FAYETTE,7,74878,57,4000,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,HENDERSON,4,68E25,41,5000,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,HENRY,2,64M78,46,4000,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,1.000,LASALLE,3,66F12,20,4858,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,LAWRENCE,7,74619,27,4700,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,MACON,7,74877,30,3000,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,MARSHALL,4,68E12,50,3800,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,MOULTRIE,7,74358,26,1959.82,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,ST. CLAIR,8,76L97,33,2100,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,WINNEBAGO,2,64B87,45,3000,11/9/2018,
70600250,IMP ATTN TEMP NRD TL3,EACH,2.000,WOODFORD,4,68E17,35,4400,11/9/2018,
70600251,IMP ATTN TEMP NRN TL3,EACH,8.000,COOK,1,62A36,5,3300,11/9/2018,
70600251,IMP ATTN TEMP NRN TL3,EACH,2.000,KANE,1,62F16,8,4000,11/9/2018,
70600251,IMP ATTN TEMP NRN TL3,EACH,9.000,ST. CLAIR,8,76945,31,1790,11/9/2018,
70600251,IMP ATTN TEMP NRN TL3,EACH,16.000,WINNEBAGO,2,64B87,45,4400,11/9/2018,
70600255,IMP ATTN TEMP FRN TL2,EACH,4.000,COOK,1,60X79,3,7124.3,11/9/2018,
70600255,IMP ATTN TEMP FRN TL2,EACH,4.000,COOK,1,60X93,4,7125,11/9/2018,
70600255,IMP ATTN TEMP FRN TL2,EACH,3.000,PEORIA,4,68185,42,7500,11/9/2018,
